run_id,finished_at_lima,order_id,status,detection_origin,site,appointment_date,appointment_hour,slots,submission_outcome,confirmation_source,defense_signal,duration_seconds,total_from_available_seconds,selection_seconds,captcha_solver_seconds,click_to_portal_response_seconds,screenshot_path,evidence_paths,message
***-083401-3a2702af,2026-07-11 08:34:31,order-***,unavailable,normal,LIMA-LA VICTORIA,30/07/2026,08:00,20,slot_lost,,,29.588,7.422,1.703,1.266,0.031,portal-1-083401-order-***-6b0237.png,portal-1-083401-order-***-6b0237.png | preenvio-1-083401-order-***-ab3476.png | cupo-083401-order-***-34e2c1.png | screenshots\11-07-2026\preenvio-1-083401-order-***-ab3476.png | screenshots\11-07-2026\portal-1-083401-order-***-6b0237.png | screenshots\11-07-2026\diagnostics\portal-html-1-083401-order-***-731dc5.html | screenshots\11-07-2026\captchas\captcha-083401-order-***-bf5d4e-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-083234-b95d83c3,2026-07-11 08:32:48,order-***,registered,normal,LIMA-LA VICTORIA,01/08/2026,09:00,5,confirmed,portal_success_text,,14.018,6.969,1.687,1.281,0.047,portal-1-083234-order-***-47e62c.png,portal-1-083234-order-***-47e62c.png | preenvio-1-083234-order-***-baff62.png | cupo-083234-order-***-3bd583.png | screenshots\11-07-2026\preenvio-1-083234-order-***-baff62.png | screenshots\11-07-2026\portal-1-083234-order-***-47e62c.png | screenshots\11-07-2026\diagnostics\portal-html-1-083234-order-***-675e05.html | screenshots\11-07-2026\captchas\captcha-083234-order-***-efe67f-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-083204-4b6c8f37,2026-07-11 08:32:33,order-***,registered,normal,LIMA-LA VICTORIA,01/08/2026,09:00,5,confirmed,portal_success_text,,29.183,18.031,1.953,12.000,0.062,portal-1-083204-order-***-6c86e0.png,portal-1-083204-order-***-6c86e0.png | preenvio-1-083204-order-***-8a934e.png | cupo-083204-order-***-6943ca.png | screenshots\11-07-2026\preenvio-1-083204-order-***-8a934e.png | screenshots\11-07-2026\portal-1-083204-order-***-6c86e0.png | screenshots\11-07-2026\diagnostics\portal-html-1-083204-order-***-d02785.html | screenshots\11-07-2026\captchas\captcha-083204-order-***-cc747a-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-083149-b2edebcc,2026-07-11 08:32:04,order-***,registered,normal,LIMA-LA VICTORIA,31/07/2026,12:00,10,confirmed,portal_success_text,,14.996,6.875,1.703,1.250,0.062,portal-1-083149-order-***-f5b06c.png,portal-1-083149-order-***-f5b06c.png | preenvio-1-083149-order-***-5bd1ab.png | cupo-083149-order-***-2bad33.png | screenshots\11-07-2026\preenvio-1-083149-order-***-5bd1ab.png | screenshots\11-07-2026\portal-1-083149-order-***-f5b06c.png | screenshots\11-07-2026\diagnostics\portal-html-1-083149-order-***-2f03bf.html | screenshots\11-07-2026\captchas\captcha-083149-order-***-6ed188-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-083050-***,2026-07-11 08:31:47,order-***,unavailable,normal,LIMA-LA VICTORIA,27/07/2026,10:00,15,slot_lost,,,56.424,29.344,1.703,22.657,0.063,portal-1-083050-order-***-78e893.png,portal-1-083050-order-***-78e893.png | preenvio-1-083050-order-***-b97298.png | cupo-083050-order-***-b3ce40.png | screenshots\11-07-2026\preenvio-1-083050-order-***-b97298.png | screenshots\11-07-2026\portal-1-083050-order-***-78e893.png | screenshots\11-07-2026\diagnostics\portal-html-1-083050-order-***-3a6bfe.html | screenshots\11-07-2026\captchas\captcha-083050-order-***-3e9226-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-080749-9d88e2ee,2026-07-11 08:08:26,order-***,partial,normal,LIMA-LA VICTORIA,11/07/2026,10:00,25,blocked_by_order_rule,,,36.690,3.500,1.750,,,captcha-080749-order-***-b44697-original.png,captcha-080749-order-***-b44697-original.png | cupo-080749-order-***-28cf65.png | screenshots\11-07-2026\captchas\captcha-080749-order-***-b44697-original.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-080455-6cf07fc8,2026-07-11 08:05:20,order-***,partial,normal,LIMA-LA VICTORIA,11/07/2026,08:00,25,blocked_by_order_rule,,,25.927,3.219,1.719,,,captcha-080455-order-***-7d11b3-original.png,captcha-080455-order-***-7d11b3-original.png | cupo-080455-order-***-55fe40.png | screenshots\11-07-2026\captchas\captcha-080455-order-***-7d11b3-original.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-144437-cf625aef,2026-07-10 14:44:49,order-***,unavailable,normal,LIMA-LA VICTORIA,15/07/2026,12:00,25,slot_lost,,,12.018,7.343,1.672,1.281,0.047,portal-1-144437-order-***-96214e.png,portal-1-144437-order-***-96214e.png | preenvio-1-144437-order-***-a264c2.png | cupo-144437-order-***-37b54c.png | screenshots\10-07-2026\preenvio-1-144437-order-***-a264c2.png | screenshots\10-07-2026\portal-1-144437-order-***-96214e.png | screenshots\10-07-2026\diagnostics\portal-html-1-144437-order-***-24e137.html | screenshots\10-07-2026\captchas\captcha-144437-order-***-126fe1-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-143756-93815afd,2026-07-10 14:38:10,order-***,registered,normal,LIMA-LA VICTORIA,27/07/2026,09:00,10,confirmed,portal_success_text,,13.287,6.516,1.687,1.266,0.063,portal-1-143756-order-***-5bcd44.png,portal-1-143756-order-***-5bcd44.png | preenvio-1-143756-order-***-6400d7.png | cupo-143756-order-***-39a62f.png | screenshots\10-07-2026\preenvio-1-143756-order-***-6400d7.png | screenshots\10-07-2026\portal-1-143756-order-***-5bcd44.png | screenshots\10-07-2026\diagnostics\portal-html-1-143756-order-***-3a9ae5.html | screenshots\10-07-2026\captchas\captcha-143756-order-***-00d3cc-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-143645-66aab2f1,2026-07-10 14:37:16,order-***,unavailable,normal,LIMA-LA VICTORIA,30/07/2026,12:00,18,slot_lost,,,31.216,7.313,1.703,1.359,0.031,portal-1-143645-order-***-e114f6.png,portal-1-143645-order-***-e114f6.png | preenvio-1-143645-order-***-128ea0.png | cupo-143645-order-***-51d29e.png | screenshots\10-07-2026\preenvio-1-143645-order-***-128ea0.png | screenshots\10-07-2026\portal-1-143645-order-***-e114f6.png | screenshots\10-07-2026\diagnostics\portal-html-1-143645-order-***-fd63eb.html | screenshots\10-07-2026\captchas\captcha-143645-order-***-74d211-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-140218-0fe9d66b,2026-07-10 14:02:29,order-***,completed,normal,,10/07/2026 09:00,,,,,,11.387,,,,,etapas-140218-order-***-5c44f3.png,etapas-140218-order-***-5c44f3.png,La etapa Separa Cita Peritaje ya esta en estado Programado. No hay una cita pendiente por reservar.
***-140134-9392d491,2026-07-10 14:01:47,order-***,unavailable,normal,LIMA-LA VICTORIA,27/07/2026,12:00,10,slot_lost,,,13.479,7.375,1.688,1.265,0.047,portal-1-140134-order-***-ed1fea.png,portal-1-140134-order-***-ed1fea.png | preenvio-1-140134-order-***-6cb0ce.png | cupo-140134-order-***-3cb67c.png | screenshots\10-07-2026\preenvio-1-140134-order-***-6cb0ce.png | screenshots\10-07-2026\portal-1-140134-order-***-ed1fea.png | screenshots\10-07-2026\diagnostics\portal-html-1-140134-order-***-543f9f.html | screenshots\10-07-2026\captchas\captcha-140134-order-***-026603-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-140048-***,2026-07-10 14:01:34,order-***,registered,normal,LIMA-LA VICTORIA,27/07/2026,12:00,10,confirmed,portal_success_text,,45.473,6.516,1.687,1.375,0.047,portal-1-140048-order-***-f198fe.png,portal-1-140048-order-***-f198fe.png | preenvio-1-140048-order-***-494aac.png | cupo-140048-order-***-fc6aa6.png | screenshots\10-07-2026\preenvio-1-140048-order-***-494aac.png | screenshots\10-07-2026\portal-1-140048-order-***-f198fe.png | screenshots\10-07-2026\diagnostics\portal-html-1-140048-order-***-e5f062.html | screenshots\10-07-2026\captchas\captcha-140048-order-***-e1ac0d-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-152640-01637f21,2026-07-09 15:27:14,order-***,unavailable,normal,LIMA-LA VICTORIA,17/07/2026,11:00,16,slot_lost,,,34.173,13.406,1.797,1.406,0.047,portal-2-152640-order-***-33ae91.png,portal-2-152640-order-***-33ae91.png | preenvio-1-152640-order-***-01221c.png | portal-1-152640-order-***-8b0b75.png | preenvio-2-152640-order-***-70358d.png | cupo-152640-order-***-dd025c.png | screenshots\09-07-2026\preenvio-1-152640-order-***-01221c.png | screenshots\09-07-2026\portal-1-152640-order-***-8b0b75.png | screenshots\09-07-2026\preenvio-2-152640-order-***-70358d.png | screenshots\09-07-2026\portal-2-152640-order-***-33ae91.png | screenshots\09-07-2026\diagnostics\portal-html-1-152640-order-***-cfe5cc.html | screenshots\09-07-2026\diagnostics\portal-html-2-152640-order-***-370ad8.html | screenshots\09-07-2026\captchas\captcha-152640-order-***-54c23f-original.png | screenshots\09-07-2026\captchas\captcha-152640-order-***-0f2953-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-152623-f6f18c2c,2026-07-09 15:26:37,order-***,unavailable,normal,LIMA-LA VICTORIA,30/07/2026,08:00,10,slot_lost,,,13.990,8.484,1.718,1.297,0.047,portal-1-152623-order-***-11abb8.png,portal-1-152623-order-***-11abb8.png | preenvio-1-152623-order-***-4cdd6a.png | cupo-152623-order-***-dd1a99.png | screenshots\09-07-2026\preenvio-1-152623-order-***-4cdd6a.png | screenshots\09-07-2026\portal-1-152623-order-***-11abb8.png | screenshots\09-07-2026\diagnostics\portal-html-1-152623-order-***-b20e71.html | screenshots\09-07-2026\captchas\captcha-152623-order-***-806fae-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-151932-753390b1,2026-07-09 15:21:15,order-***,partial,fetch_probe,LIMA-LA VICTORIA,15/07/2026,Sin Cupos,Sin Cupos,,,,103.059,,,,,parcial-151932-order-***-c939a4.png,parcial-151932-order-***-c939a4.png,"Se detecto fecha disponible, pero aun no hay hora seleccionable. La disponibilidad fue detectada por consulta directa al formulario."
***-151920-1a09e6ca,2026-07-09 15:19:32,order-***,completed,normal,,30/07/2026 11:00,,,,,,12.468,,,,,etapas-151920-order-***-dd8a7f.png,etapas-151920-order-***-dd8a7f.png,La etapa Separa Cita Peritaje ya esta en estado Programado. No hay una cita pendiente por reservar.
***-151734-973beb17,2026-07-09 15:18:03,order-***,unavailable,normal,LIMA-LA VICTORIA,14/07/2026,12:00,22,slot_lost,,,29.117,24.562,1.734,1.484,0.047,portal-2-151734-order-***-0d32d7.png,portal-2-151734-order-***-0d32d7.png | preenvio-1-151734-order-***-e6b84d.png | portal-1-151734-order-***-333597.png | preenvio-2-151734-order-***-42b001.png | cupo-151734-order-***-c41745.png | screenshots\09-07-2026\preenvio-1-151734-order-***-e6b84d.png | screenshots\09-07-2026\portal-1-151734-order-***-333597.png | screenshots\09-07-2026\preenvio-2-151734-order-***-42b001.png | screenshots\09-07-2026\portal-2-151734-order-***-0d32d7.png | screenshots\09-07-2026\diagnostics\portal-html-1-151734-order-***-0eb515.html | screenshots\09-07-2026\diagnostics\portal-html-2-151734-order-***-ce3346.html | screenshots\09-07-2026\captchas\captcha-151734-order-***-ed54d9-original.png | screenshots\09-07-2026\captchas\captcha-151734-order-***-fb2b95-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-140140-12be4ba1,2026-07-09 14:02:17,order-***,registered,normal,LIMA-LA VICTORIA,30/07/2026,10:00,20,confirmed,portal_success_text,,37.636,6.813,1.687,1.531,0.047,portal-1-140140-order-***-81d2c0.png,portal-1-140140-order-***-81d2c0.png | preenvio-1-140140-order-***-228814.png | cupo-140140-order-***-8a3eb0.png | screenshots\09-07-2026\preenvio-1-140140-order-***-228814.png | screenshots\09-07-2026\portal-1-140140-order-***-81d2c0.png | screenshots\09-07-2026\diagnostics\portal-html-1-140140-order-***-46f649.html | screenshots\09-07-2026\captchas\captcha-140140-order-***-7dd859-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-121525-ee0f5d86,2026-07-09 12:15:57,order-***,unavailable,normal,LIMA-LA VICTORIA,24/07/2026,12:00,15,slot_lost,,,32.246,7.781,1.688,1.296,0.047,portal-1-121525-order-***-e941df.png,portal-1-121525-order-***-e941df.png | preenvio-1-121525-order-***-c4c5c3.png | cupo-121525-order-***-56b601.png | screenshots\09-07-2026\preenvio-1-121525-order-***-c4c5c3.png | screenshots\09-07-2026\portal-1-121525-order-***-e941df.png | screenshots\09-07-2026\diagnostics\portal-html-1-121525-order-***-e03d2c.html | screenshots\09-07-2026\captchas\captcha-121525-order-***-bf66bd-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-105834-895df89b,2026-07-09 10:59:20,order-***,unavailable,normal,LIMA-LA VICTORIA,24/07/2026,11:00,10,slot_lost,,,45.826,7.125,1.688,1.359,0.016,portal-1-105834-order-***-8a14bf.png,portal-1-105834-order-***-8a14bf.png | preenvio-1-105834-order-***-8b6349.png | cupo-105834-order-***-226e31.png | screenshots\09-07-2026\preenvio-1-105834-order-***-8b6349.png | screenshots\09-07-2026\portal-1-105834-order-***-8a14bf.png | screenshots\09-07-2026\diagnostics\portal-html-1-105834-order-***-02797b.html | screenshots\09-07-2026\captchas\captcha-105834-order-***-ce2e90-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-105801-2add2dbf,2026-07-09 10:58:30,order-***,partial,normal,LIMA-LA VICTORIA,24/07/2026,10:00,8,blocked_by_order_rule,,,29.184,3.141,1.704,,,captcha-105801-order-***-13141b-original.png,captcha-105801-order-***-13141b-original.png | cupo-105801-order-***-019158.png | screenshots\09-07-2026\captchas\captcha-105801-order-***-13141b-original.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-102636-2bc37ab7,2026-07-09 10:26:58,order-***,partial,normal,LIMA-LA VICTORIA,20/07/2026,12:00,20,blocked_by_order_rule,,,22.672,3.156,1.719,,,captcha-102636-order-***-f30e7b-original.png,captcha-102636-order-***-f30e7b-original.png | cupo-102636-order-***-cd1996.png | screenshots\09-07-2026\captchas\captcha-102636-order-***-f30e7b-original.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-100632-b75ede27,2026-07-09 10:06:49,order-***,registered,normal,LIMA-LA VICTORIA,30/07/2026,09:00,20,confirmed,portal_success_text,,16.924,7.063,1.703,1.266,0.047,portal-1-100632-order-***-38dc54.png,portal-1-100632-order-***-38dc54.png | preenvio-1-100632-order-***-f5d0b7.png | cupo-100632-order-***-02cbef.png | screenshots\09-07-2026\preenvio-1-100632-order-***-f5d0b7.png | screenshots\09-07-2026\portal-1-100632-order-***-38dc54.png | screenshots\09-07-2026\diagnostics\portal-html-1-100632-order-***-bf21b1.html | screenshots\09-07-2026\captchas\captcha-100632-order-***-9d50a9-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-082806-aecbe855,2026-07-09 08:28:21,order-***,registered,normal,LIMA-LA VICTORIA,24/07/2026,12:00,5,confirmed,portal_success_text,,14.054,7.000,1.719,1.281,0.032,portal-1-082806-order-***-6fa552.png,portal-1-082806-order-***-6fa552.png | preenvio-1-082806-order-***-f0f88f.png | cupo-082806-order-***-046ce8.png | screenshots\09-07-2026\preenvio-1-082806-order-***-f0f88f.png | screenshots\09-07-2026\portal-1-082806-order-***-6fa552.png | screenshots\09-07-2026\diagnostics\portal-html-1-082806-order-***-927d09.html | screenshots\09-07-2026\captchas\captcha-082806-order-***-c2c9ea-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-082714-2bea450e,2026-07-09 08:28:06,order-***,registered,normal,LIMA-LA VICTORIA,24/07/2026,12:00,5,confirmed,portal_success_text,,52.589,7.281,1.719,1.500,0.047,portal-1-082714-order-***-99bbc3.png,portal-1-082714-order-***-99bbc3.png | preenvio-1-082714-order-***-9c0b2f.png | cupo-082714-order-***-11af03.png | screenshots\09-07-2026\preenvio-1-082714-order-***-9c0b2f.png | screenshots\09-07-2026\portal-1-082714-order-***-99bbc3.png | screenshots\09-07-2026\diagnostics\portal-html-1-082714-order-***-d05059.html | screenshots\09-07-2026\captchas\captcha-082714-order-***-230ca0-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-073637-097972b5,2026-07-09 07:36:51,order-***,completed,normal,,20/07/2026 10:00,,,,,,14.199,,,,,etapas-073637-order-***-ebbeda.png,etapas-073637-order-***-ebbeda.png,La etapa Separa Cita Peritaje ya esta en estado Programado. No hay una cita pendiente por reservar.
***-141703-703e4db4,2026-07-08 14:17:15,order-***,completed,normal,,30/07/2026 10:00,,,,,,11.969,,,,,etapas-141703-order-***-2eb51c.png,etapas-141703-order-***-2eb51c.png,La etapa Separa Cita Peritaje ya esta en estado Programado. No hay una cita pendiente por reservar.
***-130645-f1465808,2026-07-08 13:06:58,order-***,unavailable,normal,LIMA-LA VICTORIA,30/07/2026,08:00,5,slot_lost,,,12.561,7.797,1.703,1.235,0.141,portal-1-130645-order-***-68e563.png,portal-1-130645-order-***-68e563.png | preenvio-1-130645-order-***-79421e.png | cupo-130645-order-***-74ce6f.png | screenshots\08-07-2026\preenvio-1-130645-order-***-79421e.png | screenshots\08-07-2026\portal-1-130645-order-***-68e563.png | screenshots\08-07-2026\diagnostics\portal-html-1-130645-order-***-5393d5.html | screenshots\08-07-2026\captchas\captcha-130645-order-***-efbc5b-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-120734-87cb2fc6,2026-07-08 12:08:07,order-***,unavailable,normal,LIMA-LA VICTORIA,22/07/2026,08:00,22,slot_lost,,,32.830,8.203,1.734,1.609,0.047,portal-1-120734-order-***-e370e3.png,portal-1-120734-order-***-e370e3.png | preenvio-1-120734-order-***-49b2e7.png | cupo-120734-order-***-8ab30f.png | screenshots\08-07-2026\preenvio-1-120734-order-***-49b2e7.png | screenshots\08-07-2026\portal-1-120734-order-***-e370e3.png | screenshots\08-07-2026\diagnostics\portal-html-1-120734-order-***-79fee4.html | screenshots\08-07-2026\captchas\captcha-120734-order-***-6dd632-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-125521-4befc776,2026-07-07 12:55:31,order-***,partial,normal,LIMA-LA VICTORIA,22/07/2026,10:00,20,blocked_by_order_rule,,,10.823,3.750,1.875,,,captcha-125521-order-***-fc3090-original.png,captcha-125521-order-***-fc3090-original.png | cupo-125521-order-***-b181c0.png | screenshots\07-07-2026\captchas\captcha-125521-order-***-fc3090-original.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-125504-5265d89d,2026-07-07 12:55:15,order-***,partial,normal,LIMA-LA VICTORIA,22/07/2026,09:00,20,blocked_by_order_rule,,,10.571,3.719,1.937,,,captcha-125504-order-***-b52d21-original.png,captcha-125504-order-***-b52d21-original.png | cupo-125504-order-***-82a328.png | screenshots\07-07-2026\captchas\captcha-125504-order-***-b52d21-original.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-125433-61c90c74,2026-07-07 12:55:04,order-***,registered,normal,LIMA-LA VICTORIA,22/07/2026,08:00,20,confirmed,portal_success_text,,31.161,11.047,1.891,3.047,0.094,portal-1-125433-order-***-d57351.png,portal-1-125433-order-***-d57351.png | preenvio-1-125433-order-***-3f7b64.png | cupo-125433-order-***-8c7ef2.png | screenshots\07-07-2026\preenvio-1-125433-order-***-3f7b64.png | screenshots\07-07-2026\portal-1-125433-order-***-d57351.png | screenshots\07-07-2026\diagnostics\portal-html-1-125433-order-***-f32a23.html | screenshots\07-07-2026\captchas\captcha-125433-order-***-9ee903-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-124617-bfdbde06,2026-07-07 12:46:28,order-***,partial,normal,LIMA-LA VICTORIA,14/07/2026,10:00,24,blocked_by_order_rule,,,11.004,3.797,1.891,,,captcha-124617-order-***-c3db9d-original.png,captcha-124617-order-***-c3db9d-original.png | cupo-124617-order-***-02c311.png | screenshots\07-07-2026\captchas\captcha-124617-order-***-c3db9d-original.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-122939-***,2026-07-07 12:30:34,order-***,unavailable,normal,LIMA-LA VICTORIA,20/07/2026,09:00,25,slot_lost,,,54.978,10.969,1.938,2.375,0.078,portal-1-122939-order-***-81d951.png,portal-1-122939-order-***-81d951.png | preenvio-1-122939-order-***-fab659.png | cupo-122939-order-***-339014.png | screenshots\07-07-2026\preenvio-1-122939-order-***-fab659.png | screenshots\07-07-2026\portal-1-122939-order-***-81d951.png | screenshots\07-07-2026\diagnostics\portal-html-1-122939-order-***-d318ae.html | screenshots\07-07-2026\captchas\captcha-122939-order-***-4bf7ac-original.png,El cupo dejo de estar disponible antes de completar la reserva.
***-082850-656ea3bb,2026-07-07 08:29:05,order-***,registered,normal,LIMA-LA VICTORIA,21/07/2026,10:00,20,confirmed,portal_success_text,,15.028,7.391,1.938,1.453,0.063,portal-1-082850-order-***-f7479d.png,portal-1-082850-order-***-f7479d.png | preenvio-1-082850-order-***-2afd5c.png | cupo-082850-order-***-cc1b56.png | screenshots\07-07-2026\preenvio-1-082850-order-***-2afd5c.png | screenshots\07-07-2026\portal-1-082850-order-***-f7479d.png | screenshots\07-07-2026\diagnostics\portal-html-1-082850-order-***-2921b2.html | screenshots\07-07-2026\captchas\captcha-082850-order-***-80aab8-original.png,La reserva fue confirmada por mensaje de exito del portal.
***-082840-9098db8d,2026-07-07 08:28:48,order-***,partial,normal,LIMA-LA VICTORIA,21/07/2026,10:00,20,blocked_by_order_rule,,,7.943,3.125,1.656,,,captcha-082840-order-***-a7352c-original.png,captcha-082840-order-***-a7352c-original.png | cupo-082840-order-***-1ec87a.png | screenshots\07-07-2026\captchas\captcha-082840-order-***-a7352c-original.png,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
