run_id,finished_at_lima,order_id,status,detection_origin,site,appointment_date,appointment_hour,slots,submission_outcome,confirmation_source,defense_signal,duration_seconds,total_from_available_seconds,selection_seconds,captcha_solver_seconds,captcha_field_fill_seconds,pre_click_validation_seconds,submission_intent_seconds,selection_stabilization_mode,click_to_portal_response_seconds,screenshot_path,evidence_paths,message
***-095737-98df90bb,2026-09-01 09:57:53,order-***,partial,normal,LIMA-LA VICTORIA,03/09/2026,12:00,30,blocked_by_order_rule,,,16.053,1.907,0.954,,,,,event_atomic,,screenshots\2026-09\01-09-2026\cupo-095737-order-***,screenshots\2026-09\01-09-2026\cupo-095737-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-095737-order-***,"Se encontro un horario disponible, pero no cumple la regla de reserva de la orden."
***-095908-3988ab8b,2026-09-01 09:59:40,order-***,registered,normal,LIMA-LA VICTORIA,21/09/2026,09:00,30,confirmed,portal_success_text,http_429,32.219,5.421,0.640,0.031,0.016,0.000,0.015,event_atomic,0.578,screenshots\2026-09\01-09-2026\portal-1-095908-order-***,screenshots\2026-09\01-09-2026\portal-1-095908-order-*** | screenshots\2026-09\01-09-2026\cupo-095908-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-095908-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-095908-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-095928-bcec4402,2026-09-01 09:59:52,order-***,unavailable,normal,LIMA-LA VICTORIA,21/09/2026,09:00,30,slot_lost,,,24.168,7.000,0.735,0.046,0.031,0.016,0.031,event_atomic,0.250,screenshots\2026-09\01-09-2026\portal-1-095928-order-***,screenshots\2026-09\01-09-2026\portal-1-095928-order-*** | screenshots\2026-09\01-09-2026\cupo-095928-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-095928-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-095928-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-095928-815e13a5,2026-09-01 09:59:53,order-***,unavailable,normal,LIMA-LA VICTORIA,21/09/2026,09:00,30,slot_lost,,,24.959,7.094,0.704,0.047,0.015,0.016,0.062,event_atomic,0.156,screenshots\2026-09\01-09-2026\portal-1-095928-order-***,screenshots\2026-09\01-09-2026\portal-1-095928-order-*** | screenshots\2026-09\01-09-2026\cupo-095928-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-095928-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-095928-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-100153-76da3511,2026-09-01 10:02:34,order-***,registered,normal,LIMA-LA VICTORIA,19/09/2026,12:00,30,confirmed,portal_success_text,,41.399,4.875,0.641,0.032,0.016,0.000,0.046,event_atomic,0.328,screenshots\2026-09\01-09-2026\portal-1-100153-order-***,screenshots\2026-09\01-09-2026\portal-1-100153-order-*** | screenshots\2026-09\01-09-2026\cupo-100153-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-100153-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-100153-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-100218-8e917d43,2026-09-01 10:02:37,order-***,registered,normal,LIMA-LA VICTORIA,19/09/2026,12:00,30,confirmed,portal_success_text,,18.218,6.875,0.953,0.047,0.079,0.016,0.063,event_atomic,0.360,screenshots\2026-09\01-09-2026\portal-1-100218-order-***,screenshots\2026-09\01-09-2026\portal-1-100218-order-*** | screenshots\2026-09\01-09-2026\cupo-100218-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-100218-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-100218-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-100218-3ef8d900,2026-09-01 10:02:37,order-***,registered,normal,LIMA-LA VICTORIA,19/09/2026,12:00,30,confirmed,portal_success_text,,18.248,6.531,0.844,0.047,0.047,0.015,0.031,event_atomic,0.328,screenshots\2026-09\01-09-2026\portal-1-100218-order-***,screenshots\2026-09\01-09-2026\portal-1-100218-order-*** | screenshots\2026-09\01-09-2026\cupo-100218-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-100218-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-100218-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-120124-2bba0ce6,2026-09-01 12:01:39,order-***,registered,normal,LIMA-LA VICTORIA,28/09/2026,09:00,10,confirmed,portal_success_text,,15.329,5.422,0.734,0.031,0.031,0.015,0.016,event_atomic,0.297,screenshots\2026-09\01-09-2026\portal-1-120124-order-***,screenshots\2026-09\01-09-2026\portal-1-120124-order-*** | screenshots\2026-09\01-09-2026\cupo-120124-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120124-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120124-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-120056-e8ec009b,2026-09-01 12:01:39,order-***,registered,normal,LIMA-LA VICTORIA,28/09/2026,09:00,10,confirmed,portal_success_text,,43.129,4.485,0.672,0.016,0.016,0.015,0.047,event_atomic,0.328,screenshots\2026-09\01-09-2026\portal-1-120056-order-***,screenshots\2026-09\01-09-2026\portal-1-120056-order-*** | screenshots\2026-09\01-09-2026\cupo-120056-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120056-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120056-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-120124-***,2026-09-01 12:01:51,order-***,registered,slot_lost_reobservation,LIMA-LA VICTORIA,28/09/2026,10:00,10,confirmed,portal_success_text,,27.534,5.579,0.750,0.250,0.031,0.031,0.000,event_atomic,0.282,screenshots\2026-09\01-09-2026\portal-1-120124-order-***,screenshots\2026-09\01-09-2026\portal-1-120124-order-*** | screenshots\2026-09\01-09-2026\portal-1-120124-order-*** | screenshots\2026-09\01-09-2026\cupo-120124-order-*** | screenshots\2026-09\01-09-2026\cupo-120124-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120124-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120124-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-120139-f7d5139a,2026-09-01 12:02:04,order-***,unavailable,normal,LIMA-LA VICTORIA,28/09/2026,10:00,10,slot_lost,,,24.702,7.547,0.750,0.047,0.032,0.016,0.015,event_atomic,0.094,screenshots\2026-09\01-09-2026\portal-1-120139-order-***,screenshots\2026-09\01-09-2026\portal-1-120139-order-*** | screenshots\2026-09\01-09-2026\cupo-120139-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120139-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120139-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-120139-ad788dd1,2026-09-01 12:02:04,order-***,unavailable,normal,LIMA-LA VICTORIA,28/09/2026,10:00,10,slot_lost,,,24.960,7.000,0.703,0.047,0.031,0.015,0.015,event_atomic,0.125,screenshots\2026-09\01-09-2026\portal-1-120139-order-***,screenshots\2026-09\01-09-2026\portal-1-120139-order-*** | screenshots\2026-09\01-09-2026\cupo-120139-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120139-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120139-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-120244-0a101fcc,2026-09-01 12:03:05,order-***,registered,normal,LIMA-LA VICTORIA,28/09/2026,11:00,10,confirmed,portal_success_text,,21.877,5.937,0.672,0.047,0.031,0.015,0.078,event_atomic,0.562,screenshots\2026-09\01-09-2026\portal-1-120244-order-***,screenshots\2026-09\01-09-2026\portal-1-120244-order-*** | screenshots\2026-09\01-09-2026\cupo-120244-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120244-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120244-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-120306-***,2026-09-01 12:03:18,order-***,completed,normal,,26/09/2026 11:00,,,,,,12.571,,,,,,,,,screenshots\2026-09\01-09-2026\etapas-120306-order-***,screenshots\2026-09\01-09-2026\etapas-120306-order-***,La etapa Separa Cita Peritaje ya esta en estado Programado. No hay una cita pendiente por reservar.
***-120253-650d29c1,2026-09-01 12:03:21,order-***,unavailable,normal,LIMA-LA VICTORIA,28/09/2026,11:00,10,slot_lost,,,27.794,7.532,0.875,0.047,0.016,0.016,0.078,event_atomic,0.235,screenshots\2026-09\01-09-2026\portal-1-120253-order-***,screenshots\2026-09\01-09-2026\portal-1-120253-order-*** | screenshots\2026-09\01-09-2026\cupo-120253-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120253-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120253-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-120253-ede7ee1f,2026-09-01 12:03:21,order-***,unavailable,normal,LIMA-LA VICTORIA,28/09/2026,11:00,10,slot_lost,,,27.811,8.046,0.828,0.047,0.047,0.047,0.047,event_atomic,0.265,screenshots\2026-09\01-09-2026\portal-1-120253-order-***,screenshots\2026-09\01-09-2026\portal-1-120253-order-*** | screenshots\2026-09\01-09-2026\cupo-120253-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120253-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120253-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-120339-512a83ba,2026-09-01 12:04:24,order-***,registered,normal,LIMA-LA VICTORIA,29/09/2026,08:00,10,confirmed,portal_success_text,,44.463,5.937,0.703,0.031,0.016,0.016,0.109,event_atomic,0.313,screenshots\2026-09\01-09-2026\portal-1-120339-order-***,screenshots\2026-09\01-09-2026\portal-1-120339-order-*** | screenshots\2026-09\01-09-2026\cupo-120339-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120339-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120339-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-120406-86690f76,2026-09-01 12:04:32,order-***,unavailable,normal,LIMA-LA VICTORIA,29/09/2026,08:00,10,slot_lost,,,26.184,7.734,0.796,0.031,0.047,0.016,0.047,event_atomic,0.281,screenshots\2026-09\01-09-2026\portal-1-120406-order-***,screenshots\2026-09\01-09-2026\portal-1-120406-order-*** | screenshots\2026-09\01-09-2026\cupo-120406-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120406-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120406-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-120406-17813eaf,2026-09-01 12:04:33,order-***,unavailable,normal,LIMA-LA VICTORIA,29/09/2026,08:00,10,slot_lost,,,26.934,8.343,0.796,0.047,0.031,0.015,0.078,event_atomic,0.156,screenshots\2026-09\01-09-2026\portal-1-120406-order-***,screenshots\2026-09\01-09-2026\portal-1-120406-order-*** | screenshots\2026-09\01-09-2026\cupo-120406-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120406-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120406-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-120458-4965fea0,2026-09-01 12:05:27,order-***,registered,normal,LIMA-LA VICTORIA,29/09/2026,09:00,10,confirmed,portal_success_text,,29.334,6.188,0.672,0.015,0.015,0.031,0.172,event_atomic,0.390,screenshots\2026-09\01-09-2026\portal-1-120458-order-***,screenshots\2026-09\01-09-2026\portal-1-120458-order-*** | screenshots\2026-09\01-09-2026\cupo-120458-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120458-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120458-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-120515-71fcdaff,2026-09-01 12:05:40,order-***,unavailable,normal,LIMA-LA VICTORIA,29/09/2026,09:00,10,slot_lost,,,25.006,7.219,0.750,0.032,0.031,0.016,0.031,event_atomic,0.109,screenshots\2026-09\01-09-2026\portal-1-120515-order-***,screenshots\2026-09\01-09-2026\portal-1-120515-order-*** | screenshots\2026-09\01-09-2026\cupo-120515-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120515-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120515-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-120515-f157d41c,2026-09-01 12:05:40,order-***,unavailable,normal,LIMA-LA VICTORIA,29/09/2026,09:00,10,slot_lost,,,25.141,7.547,0.797,0.047,0.031,0.015,0.047,event_atomic,0.125,screenshots\2026-09\01-09-2026\portal-1-120515-order-***,screenshots\2026-09\01-09-2026\portal-1-120515-order-*** | screenshots\2026-09\01-09-2026\cupo-120515-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-120515-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-120515-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-121406-f30544a6,2026-09-01 12:14:52,order-***,registered,normal,LIMA-LA VICTORIA,28/09/2026,12:00,10,confirmed,portal_success_text,,46.074,5.250,0.953,0.047,0.031,0.031,0.016,event_atomic,0.422,screenshots\2026-09\01-09-2026\portal-1-121406-order-***,screenshots\2026-09\01-09-2026\portal-1-121406-order-*** | screenshots\2026-09\01-09-2026\cupo-121406-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-121406-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-121406-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-121439-8cbcca77,2026-09-01 12:15:02,order-***,unavailable,normal,LIMA-LA VICTORIA,28/09/2026,12:00,10,slot_lost,,,23.717,6.609,0.734,0.047,0.015,0.016,0.032,event_atomic,0.203,screenshots\2026-09\01-09-2026\portal-1-121439-order-***,screenshots\2026-09\01-09-2026\portal-1-121439-order-*** | screenshots\2026-09\01-09-2026\cupo-121439-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-121439-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-121439-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-121439-835cf630,2026-09-01 12:15:03,order-***,unavailable,normal,LIMA-LA VICTORIA,28/09/2026,12:00,10,slot_lost,,,24.601,6.750,0.734,0.047,0.031,0.016,0.032,event_atomic,0.141,screenshots\2026-09\01-09-2026\portal-1-121439-order-***,screenshots\2026-09\01-09-2026\portal-1-121439-order-*** | screenshots\2026-09\01-09-2026\cupo-121439-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-121439-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-121439-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-121521-6d3fa760,2026-09-01 12:16:16,order-***,registered,normal,LIMA-LA VICTORIA,29/09/2026,10:00,10,confirmed,portal_success_text,,54.914,4.688,0.656,0.031,0.032,0.031,0.016,event_atomic,0.328,screenshots\2026-09\01-09-2026\portal-1-121521-order-***,screenshots\2026-09\01-09-2026\portal-1-121521-order-*** | screenshots\2026-09\01-09-2026\cupo-121521-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-121521-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-121521-order-***,La reserva fue confirmada por mensaje de exito del portal.
***-121603-eb6fcc4f,2026-09-01 12:16:26,order-***,unavailable,normal,LIMA-LA VICTORIA,29/09/2026,10:00,10,slot_lost,,,23.613,6.797,0.688,0.046,0.015,0.015,0.031,event_atomic,0.188,screenshots\2026-09\01-09-2026\portal-1-121603-order-***,screenshots\2026-09\01-09-2026\portal-1-121603-order-*** | screenshots\2026-09\01-09-2026\cupo-121603-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-121603-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-121603-order-***,El cupo dejo de estar disponible antes de completar la reserva.
***-122229-b1571051,2026-09-01 12:23:33,order-***,registered,normal,LIMA-LA VICTORIA,28/09/2026,08:00,20,confirmed,portal_success_text,,63.544,4.422,0.656,0.015,0.000,0.016,0.016,event_atomic,0.250,screenshots\2026-09\01-09-2026\portal-1-122229-order-***,screenshots\2026-09\01-09-2026\portal-1-122229-order-*** | screenshots\2026-09\01-09-2026\cupo-122229-order-*** | screenshots\2026-09\01-09-2026\captchas\captcha-122229-order-*** | screenshots\2026-09\01-09-2026\diagnostics\portal-html-1-122229-order-***,La reserva fue confirmada por mensaje de exito del portal.
observer-***-124622-a5497125,2026-09-01 12:47:22,,available,normal,LIMA-LA VICTORIA,29/09/2026,11:00,10,,,,59.222,,,,,,,event_atomic,,screenshots\2026-09\01-09-2026\observer-cupo-b560a0.png,screenshots\2026-09\01-09-2026\observer-cupo-b560a0.png,Se seleccionaron una fecha y una hora disponibles.
observer-***-124722-867b914e,2026-09-01 12:47:30,,available,normal,LIMA-LA VICTORIA,29/09/2026,11:00,10,,,,8.236,,,,,,,event_atomic,,,,Se seleccionaron una fecha y una hora disponibles.
run-1,2026-09-02 05:00:01,,available,normal,Lima,01/09/2026,10:30,,,,,1.000,,,,,,,,,,,Cupo seleccionado.
